,State code,Institute,population,SUSTAINIBILITY SCORE,CA,roi,SDG Index Score
66,GUJ,Silver Oak University,0.003805020271937286,0.7542662116040955,0.85,0.9472288517634578,0.9504608294930876
67,GUJ,SVNIT Surat,0.9986483395141686,0.9488054607508533,0.34,0.8963139750729249,0.8248847926267281
68,JHK,BIT Mesra,0.07023776698509525,0.838452787258248,0.42,0.6507557677008751,0.7258064516129032
69,RAJ,SKIT College,0.020813409517347635,0.6348122866894197,0.25,0.496154866083267,0.6002304147465438
70,RAJ,Manipal University,0.002130576417130987,0.9465301478953356,0.44,0.5926809864757359,0.7937788018433181
71,UP,IMS Ghaziabad,0.0896569100004788,0.8293515358361775,0.65,0.9005568814638027,0.8824884792626728
72,MAH,Savitri Bai Phule Pune University,0.006342845908207991,0.8555176336746302,0.52,0.6380270485282418,0.7188940092165899
73,DEL,IIT Delhi,0.0017363194626510423,0.7792946530147895,0.62,0.5733227260673561,0.7108294930875576
74,JHK,IIM Ranchi,0.001818184896246738,0.5642775881683731,0.67,0.6624237602757889,0.706221198156682
75,DEL,Guru Gobind Singh Indraprastha university(GGSIPU),0.0003136131836844933,0.800910125142207,0.49,0.707504640678865,0.7569124423963134
76,UP,IIIT Allahabad,0.031044402066630995,0.6450511945392491,0.39,0.6934500132590824,0.6301843317972351
77,UP,Invertis University Bareilly,0.0013770047291941543,0.844141069397042,0.47,0.8425704940864491,0.7004608294930875
78,RAJ,Jaipur National University,0.008013223631604522,0.5381114903299203,0.28,0.7181119066560594,0.5794930875576036
79,MAH,IIM Nagpur,0.8879149936110332,0.7724687144482366,0.32,0.6186687881198621,0.6394009216589862
80,MAH,ICT Mumbai,0.007671140515061985,0.5312855517633674,0.21,0.4847520551577831,0.6013824884792627
81,DEL,Lady shri Ram College,0.005308136789143328,0.8236632536973834,0.6,0.7305754441792628,0.8513824884792628
82,RAJ,LNMIIT,0.0005280528752715537,0.9613196814562002,0.44,0.6155750021744895,0.8006912442396313
83,PJB,DAV University,0.008913665556971857,0.8077360637087599,0.26,0.6921241050119331,0.6347926267281107
84,UP,IMT Ghaziabad,0.001921228857342189,0.9044368600682593,0.5,0.7372049854150092,0.7811059907834101
85,DEL,IIT Delhi,0.0014820305611699097,0.6678043230944255,0.68,0.5335454786528772,0.6474654377880185
86,MP,Jaypee University ,0.0038481838207486685,0.9055745164960181,0.89,0.8979050649695041,0.9838709677419356
87,BIH,IIT Patna,0.011119745924770288,0.7474402730375427,0.68,0.9549191195969239,0.8709677419354839
88,GUJ,Silver Oak University,0.004012955415606858,0.813424345847554,0.86,0.9371519490851232,0.9735023041474655
89,DEL,Amity University,0.0004067064137393792,0.9089874857792947,0.62,0.6028462830018563,0.7799539170506913
90,MP,Sage University Indore,0.0006048906965739371,0.8930602957906711,0.48,0.5542296473084062,0.7672811059907834
91,GUJ,IIIT Surat,0.0031694821092132517,0.9089874857792947,0.56,0.7616016971625563,0.8410138248847927
92,RAJ,IIM Udaipur,0.01580215642503471,0.7428896473265073,0.78,0.9459029435163085,0.8352534562211982
93,RAJ,BIT JAIPUR,0.0005606050694156027,0.8327645051194539,0.32,0.8245381419252187,0.6682027649769585
94,DEL,Delhi University(DU),0.1344686677736166,0.9397042093287826,0.62,0.7326968973747017,0.8099078341013825
95,MAH,NMIMS Mumbai,0.006851775061952645,0.8964732650739475,0.74,0.8562715460090161,0.9170506912442395
96,RAJ,IIT Jodhpur,0.005825948595602043,0.8043230944254834,0.83,0.911164147440997,0.9182027649769586
97,RAJ,Manipal University,0.002143484525914738,0.9465301478953356,0.44,0.5902943516308671,0.7776497695852534
98,JHK,IIM Ranchi,0.0017571964315950541,0.5631399317406143,0.64,0.6666666666666666,0.6993087557603688
99,PJB,NIT Jalandhar,0.00142309059080038,0.6882821387940842,0.18,0.5688146380270485,0.587557603686636
100,GUJ,IHM Gandhinagar,0.006810737150309771,0.8577929465301479,0.3,0.720763723150358,0.7684331797235023
101,JHK,BIT Mesra,0.08658767437078226,0.8703071672354948,0.53,0.6751524794484222,0.7960829493087557
102,JHK,BIT Mesra,0.08735391151806031,0.8748577929465302,0.53,0.6730310262529833,0.7960829493087557
103,MAH,K.J Somaiya College,0.050362909381571244,0.8191126279863481,0.44,0.5966587112171837,0.717741935483871
104,DEL,Delhi Technological University(DTU),0.002925615211678404,0.8703071672354948,0.62,0.5823389021479713,0.7764976958525347
105,MP,Jaypee University ,0.0038229069020866706,0.8953356086461888,0.91,0.8997613365155132,0.9850230414746544
106,PJB,Chandigarh University,0.04523542860888515,0.8668941979522184,0.93,0.8931317952797666,0.9447004608294931
107,GUJ,"Nirma University,Ahemdabad",0.03194425209567031,0.931740614334471,0.59,0.6518164942985946,0.771889400921659
108,DEL,Hindu College,0.003099631329517546,0.5073947667804323,0.13,0.3176876160169716,0.44930875576036866
109,RAJ,"AIIMS,Jodhpur",0.0002828584187924683,0.8486916951080773,0.35,0.5765049058605144,0.6947004608294931
110,DEL,St.stephen College,0.008459298164146718,0.5312855517633674,0.17,0.6252983293556086,0.5069124423963134
111,RAJ,JECRC University,0.0059028109623682655,0.8043230944254834,0.55,0.5804826306019624,0.7661290322580645
112,RAJ,SKIT College,0.022307043069923996,0.6530147895335608,0.33,0.4966852293821268,0.5841013824884793
113,GUJ,"Karnavati University,Gandhinagar",0.05061582233447943,0.5938566552901023,0.11,0.44974807743304157,0.5288018433179723
114,JHK,BIT Mesra,0.08278095976054108,0.8521046643913538,0.52,0.6653407584195173,0.7730414746543779
115,PJB,Chitkara University Patiala,0.0027874726398902897,0.949943117178612,0.44,0.6176080615221426,0.7926267281105991
116,GUJ,Silver Oak University,0.0039017679709084023,0.7747440273037541,0.85,0.9164677804295943,0.9596774193548387
117,MP,ITM University Gwalior,0.0009351190553809244,0.8395904436860068,0.71,0.7997878546804561,0.8836405529953918
118,GUJ,Silver Oak University,0.004054193898754251,0.8191126279863481,0.91,0.9456377618668789,0.9792626728110599
119,KER,NIT Calicut,0.0016199262757216947,0.9237770193401592,0.65,0.7966056748872977,0.8548387096774194
120,TMU,SRM Chennai,0.0022773309402319597,0.7906712172923777,0.67,0.8276319278705914,0.8329493087557603
121,GUJ,DAIICT Gandhinagar,0.0027638423712024436,0.9488054607508533,0.54,0.7629276054097056,0.7891705069124424
122,DEL,Lady shri Ram College,0.005148504313114179,0.8737201365187712,0.66,0.7822858658180853,0.8571428571428572
123,UP,IIT Kanpur,0.04105281845371396,0.7963594994311717,0.78,0.8159639352956775,0.8582949308755761
124,DEL,Amity University,0.00036341733241293176,0.8486916951080773,0.49,0.6615398214797136,0.7281105990783411
125,DEL,IIT Delhi,0.0017697566960912497,0.7827076222980659,0.66,0.5635110050384513,0.7165898617511521
126,DEL,IIT Delhi,0.0016005304501956598,0.7622298065984072,0.64,0.5841951736939803,0.6912442396313364
127,PJB,Guru nanak dev University Amritsar,0.05706241700924455,0.8270762229806599,0.83,0.8968443383717846,0.9170506912442395
128,MAH,IIT Bombay,0.0005333518902650352,0.838452787258248,0.36,0.8648457526385575,0.7292626728110599
129,KER,IIM Kozhikode,0.003563230621942234,0.7861205915813423,0.26,0.5473349244232298,0.7569124423963134
130,DEL,Jamia College,0.021410381847286924,0.8191126279863481,0.79,0.8965791567223548,0.8582949308755761
131,TMU,NIT Trichy,0.00031121544251684987,0.7167235494880546,0.6,0.9777247414478917,0.8398617511520738
132,UP,IIT Kanpur,0.04073018305882101,0.7895335608646189,0.79,0.7987271280827366,0.8502304147465438
133,KER,IIM Kozhikode,0.0030543814162798,0.6552901023890785,0.24,0.5436223813312119,0.7211981566820277
134,RAJ,Manipal University,0.0019518735182964195,0.9135381114903298,0.53,0.6709095730575444,0.8444700460829493
135,MP,Amity University Gwalior,0.06469239898924137,0.8885096700796359,0.48,0.5311588438080085,0.7730414746543779
136,BIH,Bhagalpur College of Engineering,0.009891704810422668,0.5699658703071672,0.26,0.5417661097852029,0.46313364055299544
137,DEL,Amity University,0.0004141191438189319,0.9089874857792947,0.64,0.6219393617608061,0.7926267281105991
138,JHK,BIT Deoghar,0.001314120653435088,0.7576791808873719,0.59,0.5285070273137099,0.6394009216589862
139,TMU,VIT Vellore,0.002486737409133973,0.4618885096700796,0.22,0.5460090161760806,0.5288018433179723
140,PJB,IIM Amritsar,0.007557804991628082,0.8771331058020476,0.66,0.6011667992574913,0.8721198156682028
141,RAJ,Rajasthan university,0.00021138343068954942,0.8225255972696245,0.42,0.6092106425881729,0.7292626728110599
142,JHK,IIIT Ranchi,0.033057623114650124,0.6552901023890785,0.12,0.5287722089631397,0.6013824884792627
143,DEL,Guru Gobind Singh Indraprastha university(GGSIPU),0.0002365944272486639,0.8179749715585893,0.43,0.7262441439405992,0.7050691244239632
144,PJB,DAV University,0.012268709970214389,0.8543799772468713,0.35,0.7552373375762397,0.6877880184331798
145,UP,Sharda University,0.012592675729247448,0.8577929465301479,0.36,0.75470697427738,0.8237327188940092
146,JHK,BIT Mesra,0.07947894336737757,0.8395904436860068,0.52,0.6279501458499072,0.7534562211981568
147,GUJ,"Karnavati University,Gandhinagar",0.003060175548343874,0.5802047781569966,0.5,0.3060196234420578,0.5610599078341014
148,BIH,IIT Patna,0.0030625080687076006,0.8145620022753127,0.84,0.9265446831079288,0.869815668202765
149,RAJ,MNIT Jaipur,0.007397518203662867,0.7747440273037541,0.75,0.8971095200212145,0.8652073732718893
150,JHK,Ranchi University,0.002823996991382549,0.8498293515358362,0.72,0.645186953062848,0.8191244239631336
151,PJB,Thapar Institute of technology,0.0016250156023240895,0.8418657565415244,0.29,0.569875364624768,0.7235023041474654
152,GUJ,DAIICT Gandhinagar,0.003485399060003831,0.9726962457337883,0.66,0.7854680456112436,0.8283410138248849
153,GUJ,St.Xavier College,0.0006384141897870665,0.7372013651877132,0.22,0.3675417661097852,0.5483870967741936
154,DEL,National Law University ,0.018826401622111244,0.7474402730375427,0.24,0.6719702996552638,0.6336405529953917
155,RAJ,MNIT Jaipur,0.007960901118286142,0.7872582480091013,0.83,0.9159374171307344,0.8974654377880186
156,MP,ITM University Gwalior,0.0009227642714820142,0.838452787258248,0.69,0.916998143728454,0.9170506912442395
157,GUJ,SVNIT Surat,0.9011418645154832,0.831626848691695,0.2,0.8552108194112967,0.7200460829493088
158,MAH,IIM Nagpur,0.7363721519437203,0.7531285551763367,0.32,0.6221161495624502,0.5956221198156683
159,RAJ,Manipal University,0.0019947796903869697,0.9044368600682593,0.47,0.6465128613099973,0.8191244239631336
160,RAJ,JECRC University,0.0020219543240532502,0.9089874857792947,0.47,0.5666931848316096,0.816820276497696
161,UP,IMT Ghaziabad,0.001872917774114164,0.8657565415244595,0.45,0.7501988862370723,0.7672811059907834
162,UP,Amity University Lucknow,0.004532244858988716,0.7997724687144482,0.2,0.6345796870856537,0.6658986175115207
163,MAH,JBIMS Mumbai,0.0034834669813501727,0.78839590443686,0.74,0.9801113762927606,0.9147465437788019
164,MAH,IIM Nagpur,0.9222802279221082,0.8111490329920363,0.33,0.6722354813046937,0.6670506912442397
165,UP,Invertis University Bareilly,0.0026302862946574962,0.8077360637087599,0.45,0.7700875099443117,0.7085253456221199
166,JHK,IIM Ranchi,0.001741748919252357,0.5563139931740614,0.59,0.6730310262529833,0.695852534562212
167,RAJ,Rajasthan university,0.0002787067289087453,0.8748577929465302,0.62,0.5798638734553169,0.7661290322580645
168,GUJ,"Nirma University,Ahemdabad",0.03422068116543091,0.9351535836177474,0.57,0.7024661893396976,0.8076036866359446
169,RAJ,"Mohari Devi Madhav PG College, Sikar",0.0001939379175903107,0.8555176336746302,0.56,0.6452753469106338,0.7995391705069126
170,DEL,NSIT DELHI,0.008080034981577921,0.8486916951080773,0.62,0.7409175285070272,0.7926267281105991
171,GUJ,MICA Ahemdabad,0.007926942819713569,0.8350398179749716,0.54,0.9079819676478387,0.8525345622119817
172,PJB,Chitkara University Patiala,0.002645041624919917,0.9624573378839589,0.54,0.6085918854415274,0.8410138248847927
173,DEL,Jawaharlal Nehru University,0.009440169964124617,0.4641638225255972,0.15,0.4741447891805887,0.4688940092165899
174,MAH,IIM Nagpur,0.7769970861574941,0.7645051194539249,0.31,0.6160169716255635,0.6002304147465438
175,RAJ,MBM Jodhpur,0.022326433986357263,0.8464163822525598,0.54,0.46512861309997344,0.7672811059907834
176,MAH,Jai Hind College,0.15120057551174,0.664391353811149,0.36,0.6298064173959161,0.6993087557603688
177,MP,IIIT Bhopal,0.0008170161015704085,0.9032992036405005,0.48,0.5013701052240784,0.6555299539170507
178,JHK,BIT Deoghar,0.0013683556090360537,0.763367463026166,0.55,0.5176345796870856,0.6440092165898618
179,GUJ,"Karnavati University,Gandhinagar",0.002911005751601087,0.5688282138794084,0.34,0.3068151683903474,0.5357142857142857
180,PJB,Guru nanak dev University Amritsar,0.05784593276046773,0.8464163822525598,0.86,0.9212410501193317,0.945852534562212
181,GUJ,"Nirma University,Ahemdabad",0.029413807631025652,0.9510807736063708,0.54,0.6295412357464863,0.7534562211981568
182,MAH,NMIMS Mumbai,0.007024310036373811,0.8964732650739475,0.72,0.7894457703526915,0.8928571428571429
183,GUJ,St.Xavier College,0.0005872663522381528,0.7895335608646189,0.34,0.3675417661097852,0.5483870967741936
184,MAH,NMIMS Mumbai,0.007146683199593446,0.8657565415244595,0.71,0.8347918324051975,0.8617511520737328
185,UP,Amity University Lucknow,0.0038401483371865576,0.7360637087599545,0.19,0.6292760540970564,0.6013824884792627
186,TMU,VIT Vellore,0.0030045905922317312,0.46530147895335605,0.31,0.5468045611243701,0.5437788018433181
187,PJB,DAV University,0.009902006892245623,0.8077360637087599,0.29,0.6865552903739061,0.6474654377880185
188,RAJ,Jaipur National University,0.008742967284544859,0.5802047781569966,0.3,0.7178467250066295,0.6267281105990783
189,UP,Amity University Lucknow,0.004401932290165426,0.7997724687144482,0.18,0.6420047732696896,0.6509216589861752
190,DEL,Lady shri Ram College,0.005367695305201614,0.813424345847554,0.64,0.7769822328294882,0.8513824884792628
191,DEL,Guru Gobind Singh Indraprastha university(GGSIPU),0.00030849650642239144,0.800910125142207,0.46,0.7022010076902678,0.738479262672811
192,DEL,Delhi Technological University(DTU),0.0026491133667214195,0.8327645051194539,0.68,0.5823389021479713,0.7949308755760369
193,DEL,Indira Gandhi Delhi Technical University,0.009533762519043896,0.6609783845278726,0.21,0.47759215062317684,0.6036866359447005
194,RAJ,MBM Jodhpur,0.024456217935655715,0.8452787258248008,0.6,0.6067356138955184,0.7926267281105991
195,RAJ,"Government College, Khandar",0.006905439160194599,0.8464163822525598,0.7,0.6624237602757889,0.8582949308755761
196,PJB,Chitkara University Patiala,0.002828098889039626,0.9772468714448237,0.33,0.6417395916202598,0.7914746543778802
197,JHK,BIT Deoghar,0.0014395416619646323,0.7554038680318544,0.56,0.5178997613365155,0.652073732718894
198,DEL,AIIMS Delhi,0.005935107883688382,0.6052332195676906,0.35,0.33890214797136037,0.5771889400921659
199,RAJ,Manipal University,0.0020484760483813983,0.9294653014789533,0.48,0.5791567223548131,0.8191244239631336
200,PJB,Sant Lonogowal Institute of Technology,0.016411262629698355,0.7451649601820249,0.36,0.6624237602757889,0.652073732718894
201,PJB,Chitkara University Patiala,0.002945011037204439,0.9704209328782707,0.35,0.645186953062848,0.7811059907834101
202,DEL,Jamia College,0.026662810251699944,0.8259385665529009,0.95,0.9010872447626624,0.902073732718894
203,UP,Sharda University,0.012078099716221757,0.831626848691695,0.44,0.7183770883054892,0.8076036866359446
204,GUJ,NIFT Gandhinagar,0.007372541440958678,0.8498293515358362,0.69,0.8554760010607266,0.9158986175115208
205,RAJ,MNIT Jaipur,0.00786477757539552,0.7929465301478953,0.82,0.9000265181649428,0.8986175115207373
206,GUJ,Silver Oak University,0.003972194517055888,0.8054607508532422,0.85,0.9326438610448156,0.9746543778801843
207,JHK,NIFFT Ranchi,0.017638680990563416,0.7087599544937428,0.2,0.5590029169981438,0.5852534562211982
208,RAJ,MBM Jodhpur,0.02912793643187162,0.8600682593856654,0.68,0.6313975072924953,0.8260368663594471
209,MP,IITM Gwalior,0.07690167387201563,0.6882821387940842,0.26,0.6892071068682046,0.6048387096774194
210,RAJ,BITS Pilani,0.02778436683222077,0.6006825938566552,0.27,0.1530098117210289,0.5334101382488479
211,MAH,IIT Bombay,0.0005254145885582824,0.8862343572241184,0.29,0.8457526738796074,0.7580645161290323
212,UP,Dr. APJ Abdul Kalam Technical University,0.034143780928520474,0.8794084186575654,0.55,0.9185892336250331,0.869815668202765
213,RAJ,BIT JAIPUR,0.0008511293872146547,0.8020477815699658,0.32,0.8234774153274993,0.6716589861751152
214,MP,Sage University Indore,0.0006444116985515258,0.9215017064846416,0.49,0.5632458233890215,0.8202764976958526
215,MP,Rabindranath tagore university Bhopal,0.010773549689787205,0.8509670079635949,0.53,0.6807212940864491,0.7799539170506913
216,PJB,Chandigarh University,0.04257432373112965,0.831626848691695,0.84,0.8804030761071333,0.8824884792626728
217,GUJ,SVNIT Surat,0.995655212354849,0.9442548350398179,0.36,0.9008220631132324,0.8237327188940092
218,JHK,NIFFT Ranchi,0.019297973281191025,0.7508532423208191,0.28,0.5826040837974011,0.7188940092165899
219,GUJ,IIIT Surat,0.0030940209377827853,0.8828213879408418,0.62,0.8233890214797136,0.849078341013825
220,TMU,VIT Vellore,0.0032689845105261348,0.4584755403868031,0.33,0.5369928400954653,0.5760368663594471
221,MP,NIT Bhopal,0.004403815277891405,0.9351535836177474,0.53,0.6976929196499603,0.804147465437788
222,MAH,JBIMS Mumbai,0.0030156774275985855,0.7610921501706485,0.76,0.9763988332007424,0.8836405529953918
223,RAJ,MBM Jodhpur,0.03123837504916965,0.831626848691695,0.75,0.6223813312118801,0.815668202764977
224,RAJ,JECRC University,0.007147623641507985,0.8941979522184299,0.61,0.6650755767700876,0.8433179723502304
225,KER,"Indian Institute of Space Science and Technology,Thiruvanthapuram",0.0014008089200257775,0.5494880546075085,0.62,0.42455582073720494,0.5322580645161291
226,KER,NIT Calicut,0.0013375482467215154,0.906712172923777,0.75,0.8480509148766905,0.9274193548387097
227,RAJ,JECRC University,0.0061846763418236805,0.8395904436860068,0.54,0.6099177936886767,0.7788018433179723
228,MP,IIIT Bhopal,0.0008043408240436502,0.8771331058020476,0.5,0.5020772562185096,0.6440092165898618
229,GUJ,"Nirma University,Ahemdabad",0.032887238322861306,0.9215017064846416,0.58,0.6915937417130734,0.7926267281105991
230,MAH,IHM Mumbai,0.03020565902176876,0.8065984072810012,0.63,0.32422876340493234,0.7281105990783411
231,PJB,IIM Amritsar,0.007477136675368791,0.8725824800910125,0.66,0.639618138424821,0.8870967741935484
232,MP,Sage University Indore,0.0006446017505715408,0.9215017064846416,0.49,0.562185096791302,0.8260368663594471
233,PJB,DAV University,0.010918295692647132,0.8327645051194539,0.29,0.7496685229382126,0.6693548387096775
234,PJB,IIM Amritsar,0.0076718530348123,0.8623435722411831,0.71,0.548926014319809,0.8559907834101382
235,DEL,AIIMS Delhi,0.006996854181821825,0.6006825938566552,0.33,0.33943251127022006,0.5794930875576036
236,UP,IIIT Allahabad,0.0339655605233751,0.6973833902161547,0.42,0.7995226730310262,0.6900921658986175
237,GUJ,"Nirma University,Ahemdabad",0.03593757254280344,0.9374288964732651,0.68,0.6926544683107928,0.805299539170507
238,PJB,Chandigarh University,0.04512280770909846,0.8703071672354948,0.87,0.8724476266242376,0.9389400921658987
239,TMU,IITDM Kancheepuram,0.0002404473637725109,0.7713310580204777,0.44,0.6725006629541235,0.7488479262672811
240,GUJ,IIIT Surat,0.00307737490550575,0.9010238907849829,0.65,0.8305489260143197,0.8629032258064517
241,UP,AIMT Lucknow,0.003727615801069692,0.8987485779294653,0.65,0.5749138159639353,0.7926267281105991
242,RAJ, Poornima College,0.02754219637688672,0.8407281001137656,0.42,0.639618138424821,0.7822580645161291
243,JHK,BIT Deoghar,0.001730158551227308,0.725824800910125,0.67,0.5916202598780164,0.7327188940092166
244,RAJ,SKIT College,0.016693221983215326,0.6177474402730375,0.52,0.5473349244232298,0.6048387096774194
245,JHK,NIFFT Ranchi,0.017082451325401957,0.6860068259385664,0.19,0.5571466454521347,0.5748847926267281
246,JHK,NIFFT Ranchi,0.02082719635373684,0.7895335608646189,0.41,0.6229116945107398,0.7661290322580645
